modalidad_trabajo,genero,canal_reclutamiento,estado_civil,id_colaborador,id_ultimo_jefe,seniority,distancia_oficina,dias_baja_salud,permanencia_promedio,salario,performance_score,psi_score,abandono_6meses,edad_ingreso
Presencial,Hombre,Portal Web,Soltero,101049.0,102156.0,1.0,1.0,2.0,1.0,123801.0,79.0,87.0,1.0,23.0
Presencial,Mujer,Linkedin,Soltero,101219.0,102132.0,1.0,3.0,14.0,2.0,136298.0,79.0,72.0,1.0,23.0
Presencial,Mujer,Portal Web,Casado,101067.0,102036.0,1.0,1.0,2.0,4.0,373198.0,79.0,79.0,0.0,26.0
Presencial,Mujer,Portal Web,Casado,100400.0,102128.0,1.0,2.0,1.0,4.0,453073.0,79.0,72.0,0.0,39.0
Presencial,Hombre,Portal Web,Soltero,101273.0,102072.0,1.0,2.0,2.0,5.0,268655.0,79.0,84.0,0.0,40.0
Presencial,Mujer,Linkedin,Casado,100442.0,102041.0,1.0,2.0,1.0,3.0,267015.0,79.0,78.0,0.0,35.0
Presencial,Hombre,Linkedin,Viudo,101034.0,102069.0,1.0,4.0,5.0,4.0,682171.0,79.0,83.0,0.0,44.0
Presencial,Mujer,Referidos,Divorciado,100029.0,102169.0,1.0,2.0,1.0,13.0,738625.0,79.0,75.0,0.0,56.0
Presencial,Mujer,Referidos,Viudo,100774.0,102078.0,1.0,2.0,1.0,4.0,739604.0,79.0,83.0,0.0,50.0
Presencial,Hombre,Linkedin,Divorciado,101420.0,102108.0,1.0,5.0,1.0,14.0,916659.0,79.0,80.0,0.0,55.0
Presencial,Hombre,Ferias & Networking,Soltero,103736.0,102049.0,1.0,6.0,3.0,1.0,122832.0,79.0,78.0,1.0,13.0
Presencial,Mujer,Portal Web,Soltero,103676.0,102153.0,1.0,6.0,1.0,6.0,228661.0,79.0,78.0,0.0,29.0
Presencial,Hombre,Portal Web,Divorciado,102787.0,102101.0,1.0,1.0,12.0,15.0,307379.0,79.0,66.0,0.0,44.0
Presencial,Hombre,Ferias & Networking,Soltero,102283.0,102031.0,1.0,5.0,0.0,5.0,700010.0,79.0,79.0,0.0,44.0
Presencial,Mujer,Referidos,Viudo,103106.0,102078.0,1.0,2.0,1.0,4.0,738413.0,79.0,83.0,1.0,49.0
Presencial,Hombre,Ferias & Networking,Soltero,101327.0,102059.0,1.0,6.0,0.0,2.0,101480.0,78.0,77.0,0.0,16.0
Presencial,Mujer,Referidos,Soltero,101223.0,102049.0,1.0,2.0,1.0,2.0,117721.0,78.0,85.0,0.0,14.0
Presencial,Mujer,Portal Web,Soltero,101537.0,102124.0,1.0,4.0,2.0,1.0,164273.0,78.0,61.0,0.0,24.0
Presencial,Hombre,Linkedin,Soltero,101060.0,102161.0,1.0,2.0,13.0,2.0,181063.0,78.0,79.0,1.0,27.0
Presencial,Mujer,Portal Web,Soltero,100490.0,102153.0,1.0,6.0,1.0,6.0,233959.0,78.0,78.0,0.0,29.0
Presencial,Hombre,Portal Web,Casado,100409.0,102129.0,1.0,1.0,2.0,6.0,292105.0,78.0,71.0,0.0,31.0
Presencial,Mujer,Portal Web,Soltero,101294.0,102066.0,1.0,2.0,3.0,6.0,290069.0,78.0,84.0,1.0,26.0
Presencial,Hombre,Linkedin,Soltero,101484.0,102044.0,1.0,1.0,0.0,3.0,289841.0,78.0,81.0,0.0,23.0
Presencial,Hombre,Linkedin,Soltero,100814.0,102123.0,1.0,2.0,10.0,6.0,308121.0,78.0,69.0,1.0,30.0
Presencial,Mujer,Linkedin,Soltero,100262.0,102100.0,1.0,2.0,3.0,4.0,408396.0,78.0,71.0,1.0,35.0
Presencial,Mujer,Linkedin,Casado,100150.0,102124.0,1.0,4.0,1.0,3.0,430564.0,78.0,77.0,0.0,36.0
Presencial,Mujer,Linkedin,Divorciado,101248.0,102122.0,1.0,2.0,1.0,8.0,275455.0,78.0,63.0,1.0,45.0
Presencial,Hombre,Ferias & Networking,Soltero,101561.0,102110.0,1.0,1.0,2.0,5.0,275577.0,78.0,72.0,1.0,42.0
Presencial,Hombre,Portal Web,Viudo,100567.0,102076.0,1.0,5.0,1.0,9.0,634466.0,78.0,82.0,0.0,44.0
Presencial,Mujer,Linkedin,Viudo,101839.0,102139.0,1.0,2.0,0.0,11.0,698796.0,78.0,72.0,0.0,53.0
Presencial,Mujer,Portal Web,Viudo,102170.0,102024.0,2.0,2.0,0.0,8.0,1616000.0,78.0,72.0,1.0,49.0
Presencial,Hombre,Portal Web,Soltero,103085.0,102055.0,1.0,1.0,1.0,1.0,103518.0,78.0,84.0,0.0,15.0
Presencial,Mujer,Linkedin,Soltero,103105.0,102049.0,1.0,6.0,9.0,1.0,100236.0,78.0,76.0,1.0,12.0
Presencial,Hombre,Portal Web,Soltero,103695.0,102126.0,1.0,5.0,1.0,2.0,144375.0,78.0,83.0,1.0,22.0
Presencial,Hombre,Linkedin,Soltero,103881.0,102161.0,1.0,2.0,12.0,2.0,184766.0,78.0,79.0,1.0,27.0
Presencial,Mujer,Portal Web,Soltero,103728.0,102016.0,1.0,2.0,2.0,6.0,271582.0,78.0,83.0,0.0,21.0
Presencial,Hombre,Linkedin,Soltero,102349.0,102044.0,1.0,1.0,0.0,3.0,286836.0,78.0,81.0,0.0,23.0
Presencial,Mujer,Portal Web,Soltero,102801.0,102141.0,1.0,8.0,1.0,6.0,350759.0,78.0,72.0,0.0,32.0
Presencial,Hombre,Linkedin,Casado,102705.0,102040.0,1.0,2.0,3.0,4.0,372186.0,78.0,75.0,0.0,26.0
Presencial,Mujer,Portal Web,Casado,102439.0,102041.0,1.0,3.0,0.0,2.0,387041.0,78.0,74.0,0.0,28.0
Presencial,Mujer,Linkedin,Soltero,102892.0,102100.0,1.0,2.0,3.0,4.0,404773.0,78.0,71.0,1.0,35.0
Presencial,Mujer,Linkedin,Casado,102411.0,102124.0,1.0,4.0,1.0,3.0,427201.0,78.0,77.0,1.0,36.0
Presencial,Mujer,Portal Web,Casado,102647.0,102111.0,1.0,6.0,7.0,3.0,425041.0,78.0,80.0,0.0,35.0
Presencial,Mujer,Ferias & Networking,Casado,102310.0,102037.0,1.0,5.0,3.0,9.0,449080.0,78.0,68.0,0.0,32.0
Presencial,Hombre,Linkedin,Soltero,104133.0,102141.0,1.0,3.0,2.0,12.0,491633.0,78.0,62.0,0.0,41.0
Presencial,Mujer,Portal Web,Casado,102732.0,102070.0,1.0,3.0,7.0,5.0,275840.0,78.0,72.0,0.0,41.0
Presencial,Mujer,Portal Web,Soltero,103165.0,102070.0,1.0,2.0,2.0,10.0,292064.0,78.0,74.0,0.0,40.0
Presencial,Mujer,Linkedin,Divorciado,103145.0,102069.0,1.0,2.0,1.0,13.0,303520.0,78.0,74.0,0.0,41.0
Presencial,Mujer,Portal Web,Viudo,103656.0,102022.0,1.0,2.0,1.0,5.0,674537.0,78.0,70.0,0.0,42.0
Presencial,Hombre,Portal Web,Casado,103458.0,102146.0,1.0,2.0,3.0,8.0,738801.0,78.0,75.0,1.0,54.0
Presencial,Mujer,Portal Web,Divorciado,103396.0,102040.0,1.0,2.0,7.0,10.0,897472.0,78.0,72.0,0.0,45.0
Presencial,Hombre,Ferias & Networking,Soltero,103438.0,102096.0,1.0,5.0,1.0,11.0,920051.0,78.0,80.0,0.0,53.0
Presencial,Hombre,Referidos,Soltero,100522.0,102078.0,1.0,2.0,1.0,5.0,185650.0,77.0,78.0,0.0,23.0
Presencial,Hombre,Ferias & Networking,Casado,100160.0,102040.0,1.0,7.0,3.0,5.0,247545.0,77.0,80.0,0.0,21.0
Presencial,Mujer,Portal Web,Casado,100312.0,102111.0,1.0,2.0,3.0,3.0,329702.0,77.0,77.0,0.0,31.0
Presencial,Mujer,Portal Web,Soltero,100835.0,102141.0,1.0,8.0,2.0,6.0,345319.0,77.0,72.0,1.0,33.0
Presencial,Mujer,Linkedin,Soltero,101624.0,102040.0,1.0,2.0,7.0,7.0,370758.0,77.0,70.0,0.0,28.0
Presencial,Hombre,Portal Web,Soltero,100137.0,102137.0,1.0,1.0,0.0,6.0,373293.0,77.0,62.0,1.0,35.0
Presencial,Mujer,Linkedin,Casado,101783.0,102041.0,1.0,3.0,1.0,3.0,387158.0,77.0,74.0,0.0,28.0
Presencial,Mujer,Linkedin,Soltero,100093.0,102114.0,1.0,0.0,2.0,4.0,828359.0,77.0,75.0,0.0,37.0
Presencial,Mujer,Portal Web,Casado,101678.0,102111.0,1.0,6.0,6.0,3.0,429269.0,77.0,80.0,0.0,35.0
Presencial,Mujer,Ferias & Networking,Casado,101440.0,102037.0,1.0,5.0,3.0,9.0,445786.0,77.0,68.0,0.0,31.0
Presencial,Mujer,Referidos,Casado,100648.0,102119.0,1.0,4.0,3.0,6.0,259696.0,77.0,69.0,0.0,40.0
Presencial,Mujer,Portal Web,Casado,100106.0,102070.0,1.0,3.0,7.0,5.0,275494.0,77.0,72.0,0.0,41.0
Presencial,Hombre,Ferias & Networking,Viudo,100144.0,102133.0,1.0,3.0,1.0,7.0,298131.0,77.0,74.0,0.0,47.0
Presencial,Hombre,Referidos,Divorciado,101709.0,102089.0,1.0,1.0,1.0,8.0,309437.0,77.0,85.0,0.0,44.0
Presencial,Mujer,Portal Web,Divorciado,101659.0,102114.0,1.0,4.0,1.0,4.0,308810.0,77.0,77.0,0.0,44.0
Presencial,Mujer,Linkedin,Casado,102010.0,102019.0,2.0,2.0,0.0,5.0,1564490.0,77.0,73.0,0.0,45.0
Presencial,Mujer,Portal Web,Casado,102146.0,101969.0,2.0,3.0,0.0,15.0,1616000.0,77.0,78.0,0.0,39.0
Presencial,Mujer,Referidos,Viudo,102070.0,101997.0,2.0,2.0,1.0,4.0,1616000.0,77.0,73.0,0.0,39.0
Presencial,Hombre,Portal Web,Soltero,101460.0,102035.0,1.0,2.0,1.0,16.0,821278.0,77.0,78.0,0.0,44.0
Presencial,Hombre,Portal Web,Casado,101406.0,102146.0,1.0,2.0,2.0,8.0,738056.0,77.0,75.0,0.0,54.0
Presencial,Mujer,Ferias & Networking,Soltero,101788.0,102069.0,1.0,2.0,3.0,9.0,840026.0,77.0,66.0,0.0,50.0
Presencial,Hombre,Ferias & Networking,Soltero,103064.0,102059.0,1.0,6.0,1.0,2.0,96316.0,77.0,77.0,0.0,16.0
Presencial,Mujer,Portal Web,Soltero,102915.0,102110.0,1.0,7.0,0.0,2.0,116237.0,77.0,77.0,0.0,18.0
Presencial,Mujer,Referidos,Soltero,102582.0,102049.0,1.0,3.0,2.0,2.0,122530.0,77.0,85.0,0.0,14.0
Presencial,Hombre,Linkedin,Divorciado,103833.0,102067.0,1.0,1.0,8.0,3.0,233426.0,77.0,75.0,0.0,21.0
Presencial,Hombre,Linkedin,Soltero,103535.0,102062.0,1.0,2.0,0.0,5.0,227725.0,77.0,75.0,1.0,21.0
Presencial,Mujer,Ferias & Networking,Casado,103743.0,102172.0,1.0,2.0,1.0,4.0,249310.0,77.0,75.0,1.0,30.0
Presencial,Hombre,Ferias & Networking,Casado,102615.0,102040.0,1.0,7.0,2.0,5.0,246872.0,77.0,80.0,0.0,21.0
Presencial,Hombre,Portal Web,Soltero,102653.0,102168.0,1.0,4.0,1.0,5.0,385794.0,77.0,74.0,0.0,38.0
Presencial,Mujer,Portal Web,Casado,103605.0,102137.0,1.0,2.0,1.0,7.0,385124.0,77.0,83.0,0.0,35.0
Presencial,Hombre,Ferias & Networking,Casado,102341.0,102151.0,1.0,4.0,2.0,8.0,424546.0,77.0,78.0,0.0,37.0
Presencial,Hombre,Ferias & Networking,Soltero,103596.0,102110.0,1.0,1.0,2.0,5.0,279098.0,77.0,72.0,1.0,42.0
Presencial,Hombre,Portal Web,Viudo,102244.0,102075.0,1.0,2.0,1.0,13.0,297808.0,77.0,81.0,0.0,44.0
Presencial,Hombre,Portal Web,Viudo,102180.0,102076.0,1.0,5.0,0.0,7.0,638066.0,77.0,82.0,0.0,44.0
Presencial,Hombre,Portal Web,Divorciado,102206.0,102031.0,1.0,2.0,1.0,7.0,677126.0,77.0,82.0,0.0,43.0
Presencial,Mujer,Portal Web,Casado,103081.0,102068.0,1.0,2.0,1.0,9.0,718339.0,77.0,79.0,0.0,47.0
Presencial,Mujer,Ferias & Networking,Casado,103255.0,102069.0,1.0,2.0,3.0,9.0,838800.0,77.0,66.0,0.0,50.0
Presencial,Hombre,Portal Web,Soltero,100899.0,102172.0,1.0,1.0,6.0,2.0,81057.0,76.0,72.0,0.0,21.0
Presencial,Mujer,Portal Web,Soltero,101038.0,102097.0,1.0,2.0,9.0,1.0,122980.0,76.0,74.0,1.0,17.0
Presencial,Hombre,Headhunter,Soltero,101682.0,102098.0,1.0,5.0,0.0,2.0,141222.0,76.0,75.0,0.0,20.0
Presencial,Hombre,Portal Web,Soltero,100275.0,102046.0,1.0,7.0,2.0,4.0,147511.0,76.0,72.0,1.0,17.0
Presencial,Mujer,Portal Web,Casado,100717.0,102137.0,1.0,2.0,1.0,7.0,385791.0,76.0,83.0,0.0,35.0
Presencial,Mujer,Ferias & Networking,Soltero,100747.0,102120.0,1.0,3.0,2.0,5.0,393173.0,76.0,69.0,1.0,35.0
Presencial,Mujer,Referidos,Casado,100877.0,102142.0,1.0,3.0,1.0,7.0,426080.0,76.0,86.0,0.0,38.0
Presencial,Hombre,Portal Web,Casado,102031.0,101963.0,2.0,3.0,2.0,8.0,1610000.0,76.0,87.0,1.0,31.0
Presencial,Hombre,Linkedin,Casado,100027.0,102111.0,1.0,4.0,1.0,4.0,466435.0,76.0,87.0,0.0,37.0
Presencial,Mujer,Linkedin,Casado,100513.0,102111.0,1.0,6.0,2.0,3.0,257397.0,76.0,69.0,0.0,41.0
Presencial,Hombre,Linkedin,Casado,100267.0,102021.0,1.0,2.0,1.0,10.0,401939.0,76.0,66.0,0.0,36.0
Presencial,Mujer,Ferias & Networking,Casado,100710.0,102071.0,1.0,6.0,0.0,5.0,444629.0,76.0,59.0,0.0,41.0
Presencial,Hombre,Referidos,Soltero,101636.0,102058.0,1.0,4.0,1.0,7.0,837526.0,76.0,78.0,0.0,44.0
Presencial,Hombre,Referidos,Viudo,100955.0,102066.0,1.0,2.0,1.0,3.0,679158.0,76.0,69.0,0.0,44.0
Presencial,Mujer,Ferias & Networking,Casado,100429.0,102123.0,1.0,2.0,1.0,18.0,722463.0,76.0,75.0,0.0,53.0
Presencial,Hombre,Linkedin,Casado,100146.0,102044.0,1.0,4.0,2.0,5.0,919389.0,76.0,65.0,0.0,48.0
Presencial,Hombre,Portal Web,Viudo,102099.0,102021.0,2.0,2.0,0.0,11.0,1616000.0,76.0,80.0,1.0,51.0
Presencial,Hombre,Linkedin,Soltero,104014.0,102080.0,1.0,3.0,3.0,3.0,146458.0,76.0,78.0,1.0,20.0
Presencial,Hombre,Portal Web,Casado,102748.0,102076.0,1.0,2.0,2.0,4.0,213058.0,76.0,72.0,0.0,22.0
Presencial,Mujer,Portal Web,Casado,103478.0,102035.0,1.0,5.0,2.0,4.0,345507.0,76.0,71.0,0.0,27.0
Presencial,Mujer,Ferias & Networking,Soltero,104004.0,102120.0,1.0,3.0,2.0,5.0,385712.0,76.0,69.0,1.0,35.0
Presencial,Mujer,Portal Web,Soltero,103831.0,102138.0,1.0,3.0,6.0,4.0,412893.0,76.0,71.0,1.0,36.0
Presencial,Mujer,Referidos,Casado,103104.0,102142.0,1.0,3.0,1.0,7.0,426050.0,76.0,86.0,0.0,39.0
Presencial,Mujer,Portal Web,Casado,103236.0,102087.0,1.0,1.0,2.0,4.0,804977.0,76.0,79.0,0.0,35.0
Presencial,Hombre,Portal Web,Casado,102612.0,102073.0,1.0,5.0,2.0,4.0,449192.0,76.0,72.0,0.0,35.0
Presencial,Hombre,Linkedin,Soltero,102608.0,102132.0,1.0,3.0,0.0,4.0,468320.0,76.0,79.0,0.0,38.0
Presencial,Mujer,Ferias & Networking,Casado,102750.0,102071.0,1.0,6.0,1.0,5.0,446936.0,76.0,59.0,0.0,41.0
Presencial,Hombre,Ferias & Networking,Viudo,102522.0,102133.0,1.0,3.0,1.0,7.0,300722.0,76.0,74.0,0.0,47.0
Presencial,Hombre,Ferias & Networking,Soltero,104117.0,102100.0,1.0,2.0,1.0,10.0,388225.0,76.0,83.0,1.0,45.0
Presencial,Hombre,Referidos,Viudo,102539.0,102066.0,1.0,2.0,1.0,3.0,675741.0,76.0,69.0,0.0,44.0
Presencial,Mujer,Linkedin,Soltero,100580.0,102078.0,1.0,3.0,2.0,3.0,115949.0,75.0,75.0,1.0,18.0
Presencial,Hombre,Linkedin,Soltero,101230.0,102080.0,1.0,3.0,2.0,3.0,145990.0,75.0,78.0,1.0,20.0
Presencial,Hombre,Headhunter,Casado,100089.0,102061.0,1.0,2.0,0.0,8.0,291776.0,75.0,77.0,0.0,25.0
Presencial,Hombre,Portal Web,Casado,100030.0,102078.0,1.0,5.0,5.0,5.0,367364.0,75.0,72.0,0.0,31.0
Presencial,Mujer,Portal Web,Casado,100958.0,102087.0,1.0,1.0,2.0,4.0,808481.0,75.0,79.0,0.0,35.0
Presencial,Hombre,Portal Web,Soltero,101944.0,102073.0,1.0,5.0,2.0,4.0,453162.0,75.0,72.0,0.0,35.0
Presencial,Mujer,Linkedin,Casado,100767.0,102026.0,1.0,1.0,1.0,13.0,406584.0,75.0,79.0,0.0,35.0
Presencial,Mujer,Portal Web,Soltero,101333.0,102110.0,1.0,2.0,1.0,3.0,285594.0,75.0,76.0,0.0,43.0
Presencial,Mujer,Portal Web,Soltero,100619.0,102117.0,1.0,2.0,4.0,5.0,294237.0,75.0,62.0,0.0,47.0
Presencial,Hombre,Portal Web,Soltero,101178.0,102100.0,1.0,2.0,1.0,10.0,385364.0,75.0,83.0,1.0,45.0
Presencial,Hombre,Referidos,Viudo,102168.0,101979.0,2.0,6.0,1.0,15.0,1616000.0,75.0,68.0,0.0,43.0
Presencial,Hombre,Ferias & Networking,Casado,102058.0,102046.0,2.0,1.0,2.0,11.0,1616000.0,75.0,71.0,0.0,60.0
Presencial,Hombre,Portal Web,Soltero,102929.0,102172.0,1.0,1.0,6.0,2.0,77382.0,75.0,72.0,0.0,20.0
Presencial,Mujer,Ferias & Networking,Divorciado,103234.0,102085.0,1.0,1.0,1.0,1.0,95752.0,75.0,76.0,1.0,15.0
Presencial,Hombre,Headhunter,Soltero,103089.0,102098.0,1.0,5.0,1.0,2.0,146451.0,75.0,75.0,0.0,19.0
Presencial,Mujer,Portal Web,Soltero,103906.0,102112.0,1.0,3.0,1.0,4.0,189069.0,75.0,82.0,1.0,23.0
Presencial,Hombre,Headhunter,Casado,102182.0,102061.0,1.0,2.0,0.0,8.0,292407.0,75.0,77.0,0.0,25.0
Presencial,Hombre,Portal Web,Soltero,102413.0,102023.0,1.0,0.0,2.0,5.0,353625.0,75.0,80.0,0.0,24.0
Presencial,Hombre,Ferias & Networking,Soltero,103713.0,102093.0,1.0,2.0,2.0,6.0,346384.0,75.0,83.0,1.0,31.0
Presencial,Mujer,Referidos,Casado,102881.0,102085.0,1.0,4.0,1.0,3.0,365632.0,75.0,76.0,1.0,30.0
Presencial,Mujer,Referidos,Divorciado,103604.0,102075.0,1.0,3.0,2.0,10.0,404731.0,75.0,78.0,0.0,32.0
Presencial,Mujer,Portal Web,Casado,102624.0,102144.0,1.0,3.0,2.0,13.0,506029.0,75.0,71.0,0.0,42.0
Presencial,Hombre,Linkedin,Casado,102872.0,102078.0,1.0,4.0,9.0,8.0,295026.0,75.0,66.0,1.0,42.0
Presencial,Hombre,Referidos,Soltero,102652.0,102058.0,1.0,4.0,1.0,7.0,835090.0,75.0,78.0,0.0,44.0
Presencial,Mujer,Portal Web,Soltero,101262.0,102112.0,1.0,3.0,0.0,4.0,184158.0,74.0,82.0,1.0,23.0
Presencial,Hombre,Portal Web,Casado,101196.0,102050.0,1.0,4.0,3.0,2.0,312568.0,74.0,75.0,0.0,25.0
Presencial,Hombre,Portal Web,Soltero,100633.0,102023.0,1.0,0.0,1.0,5.0,353350.0,74.0,80.0,0.0,24.0
Presencial,Mujer,Referidos,Soltero,102015.0,101987.0,2.0,6.0,1.0,10.0,1358450.0,74.0,82.0,1.0,33.0
Presencial,Hombre,Portal Web,Soltero,101774.0,102121.0,1.0,3.0,3.0,4.0,407036.0,74.0,64.0,1.0,45.0
Presencial,Hombre,Linkedin,Soltero,100831.0,102129.0,1.0,2.0,14.0,14.0,682336.0,74.0,79.0,1.0,52.0
Presencial,Hombre,Portal Web,Soltero,102791.0,102121.0,1.0,3.0,3.0,4.0,409104.0,74.0,64.0,0.0,45.0
Presencial,Hombre,Linkedin,Viudo,102453.0,102057.0,1.0,3.0,3.0,10.0,753545.0,74.0,84.0,0.0,44.0
Presencial,Hombre,Linkedin,Viudo,103247.0,102076.0,1.0,6.0,0.0,3.0,754798.0,74.0,80.0,0.0,48.0
Presencial,Hombre,Portal Web,Soltero,103894.0,102125.0,1.0,3.0,1.0,18.0,833565.0,74.0,82.0,1.0,56.0
Presencial,Hombre,Portal Web,Casado,101285.0,102027.0,1.0,3.0,1.0,5.0,370561.0,73.0,76.0,0.0,27.0
Presencial,Hombre,Portal Web,Soltero,100306.0,102149.0,1.0,7.0,8.0,4.0,401007.0,73.0,69.0,1.0,47.0
Presencial,Mujer,Portal Web,Casado,102091.0,101996.0,2.0,2.0,1.0,4.0,1616000.0,73.0,77.0,0.0,39.0
Presencial,Hombre,Portal Web,Soltero,104013.0,102149.0,1.0,7.0,8.0,4.0,399609.0,73.0,69.0,0.0,47.0
Presencial,Hombre,Linkedin,Soltero,103896.0,102129.0,1.0,2.0,15.0,14.0,675702.0,73.0,79.0,1.0,52.0
Presencial,Mujer,Portal Web,Casado,101633.0,102050.0,1.0,2.0,11.0,1.0,183395.0,72.0,64.0,0.0,20.0
Presencial,Hombre,Ferias & Networking,Soltero,100028.0,102028.0,1.0,3.0,2.0,1.0,97124.0,71.0,83.0,0.0,11.0
Presencial,Mujer,Portal Web,Casado,100242.0,102045.0,1.0,4.0,4.0,3.0,182188.0,71.0,82.0,1.0,18.0
Presencial,Mujer,Linkedin,Soltero,101375.0,102014.0,1.0,2.0,3.0,4.0,186475.0,71.0,78.0,0.0,17.0
Presencial,Mujer,Portal Web,Soltero,101756.0,102107.0,1.0,5.0,2.0,3.0,232203.0,71.0,66.0,0.0,27.0
Presencial,Hombre,Linkedin,Divorciado,100482.0,102118.0,1.0,2.0,1.0,5.0,309109.0,71.0,67.0,0.0,31.0
Presencial,Mujer,Linkedin,Casado,100022.0,102142.0,1.0,2.0,10.0,5.0,333295.0,71.0,86.0,0.0,34.0
Presencial,Mujer,Linkedin,Casado,101790.0,102148.0,1.0,2.0,4.0,8.0,431298.0,71.0,70.0,0.0,46.0
Presencial,Mujer,Portal Web,Casado,101211.0,102109.0,1.0,6.0,0.0,7.0,876534.0,71.0,78.0,0.0,54.0
Presencial,Mujer,Portal Web,Casado,103925.0,102045.0,1.0,4.0,4.0,3.0,187831.0,71.0,82.0,1.0,18.0
Presencial,Hombre,Linkedin,Divorciado,103784.0,102118.0,1.0,2.0,1.0,5.0,312916.0,71.0,67.0,1.0,31.0
Presencial,Mujer,Linkedin,Casado,102321.0,102080.0,1.0,2.0,11.0,6.0,372176.0,71.0,82.0,0.0,30.0
Presencial,Hombre,Portal Web,Casado,102579.0,102163.0,1.0,5.0,2.0,7.0,380619.0,71.0,82.0,0.0,45.0
Presencial,Hombre,Ferias & Networking,Viudo,102186.0,102055.0,1.0,2.0,2.0,8.0,716851.0,71.0,76.0,0.0,45.0
Presencial,Hombre,Headhunter,Casado,102519.0,102147.0,1.0,2.0,13.0,4.0,914007.0,71.0,80.0,0.0,57.0
Presencial,Mujer,Linkedin,Soltero,100431.0,102078.0,1.0,4.0,2.0,2.0,84434.0,70.0,72.0,0.0,16.0
Presencial,Mujer,Ferias & Networking,Soltero,100680.0,102117.0,1.0,3.0,0.0,6.0,288614.0,70.0,74.0,0.0,29.0
Presencial,Hombre,Linkedin,Casado,100238.0,102120.0,1.0,2.0,9.0,6.0,289362.0,70.0,80.0,0.0,30.0
Presencial,Hombre,Linkedin,Casado,101001.0,102036.0,1.0,2.0,10.0,5.0,310202.0,70.0,75.0,0.0,25.0
Presencial,Mujer,Linkedin,Casado,101194.0,102080.0,1.0,2.0,11.0,6.0,372625.0,70.0,82.0,1.0,30.0
Presencial,Hombre,Ferias & Networking,Viudo,100887.0,102055.0,1.0,2.0,1.0,10.0,721528.0,70.0,76.0,0.0,45.0
Presencial,Hombre,Ferias & Networking,Viudo,102056.0,102056.0,2.0,5.0,1.0,16.0,1616000.0,70.0,63.0,1.0,66.0
Presencial,Mujer,Linkedin,Soltero,103874.0,102014.0,1.0,2.0,2.0,4.0,186280.0,70.0,78.0,0.0,17.0
Presencial,Mujer,Portal Web,Soltero,102871.0,102170.0,1.0,3.0,3.0,2.0,210994.0,70.0,75.0,0.0,29.0
Presencial,Hombre,Linkedin,Casado,103291.0,102120.0,1.0,2.0,8.0,6.0,289312.0,70.0,80.0,0.0,30.0
Presencial,Mujer,Referidos,Soltero,102385.0,102108.0,1.0,2.0,2.0,7.0,390438.0,70.0,65.0,0.0,33.0
Presencial,Mujer,Portal Web,Casado,102252.0,102109.0,1.0,6.0,1.0,7.0,879418.0,70.0,78.0,0.0,54.0
Presencial,Mujer,Portal Web,Soltero,100153.0,102170.0,1.0,3.0,2.0,2.0,211242.0,69.0,75.0,0.0,29.0
Presencial,Hombre,Referidos,Casado,101052.0,102037.0,1.0,2.0,2.0,4.0,351380.0,69.0,68.0,0.0,26.0
Presencial,Hombre,Ferias & Networking,Casado,100309.0,102171.0,1.0,4.0,2.0,3.0,803932.0,69.0,80.0,0.0,40.0
Presencial,Hombre,Ferias & Networking,Viudo,100918.0,102034.0,1.0,3.0,1.0,9.0,395874.0,69.0,78.0,0.0,40.0
Presencial,Hombre,Portal Web,Casado,100820.0,102114.0,1.0,3.0,7.0,4.0,875304.0,69.0,75.0,0.0,48.0
Presencial,Mujer,Linkedin,Divorciado,100838.0,102084.0,1.0,1.0,2.0,9.0,917696.0,69.0,81.0,0.0,52.0
Presencial,Hombre,Portal Web,Soltero,103905.0,102096.0,1.0,6.0,9.0,2.0,96941.0,69.0,73.0,0.0,17.0
Presencial,Mujer,Portal Web,Casado,103399.0,102037.0,1.0,2.0,2.0,9.0,505862.0,69.0,74.0,0.0,33.0
Presencial,Mujer,Portal Web,Casado,103422.0,102121.0,1.0,3.0,3.0,11.0,449431.0,69.0,69.0,1.0,45.0
Presencial,Hombre,Portal Web,Casado,103974.0,102114.0,1.0,3.0,7.0,4.0,875911.0,69.0,75.0,0.0,48.0
Presencial,Mujer,Ferias & Networking,Divorciado,102646.0,102050.0,1.0,4.0,0.0,10.0,695288.0,69.0,69.0,0.0,45.0
Presencial,Mujer,Linkedin,Divorciado,103009.0,102084.0,1.0,1.0,1.0,9.0,914283.0,69.0,81.0,0.0,52.0
Presencial,Hombre,Referidos,Soltero,100177.0,102125.0,1.0,3.0,1.0,4.0,492532.0,68.0,72.0,1.0,39.0
Presencial,Mujer,Portal Web,Casado,100516.0,102037.0,1.0,2.0,2.0,9.0,512569.0,68.0,74.0,0.0,33.0
Presencial,Hombre,Linkedin,Soltero,103659.0,102134.0,1.0,2.0,2.0,2.0,117891.0,68.0,85.0,0.0,21.0
Presencial,Mujer,Linkedin,Soltero,104010.0,102172.0,1.0,4.0,4.0,1.0,136914.0,68.0,74.0,1.0,24.0
Presencial,Mujer,Portal Web,Divorciado,103474.0,102039.0,1.0,6.0,1.0,15.0,299203.0,68.0,72.0,1.0,41.0
Presencial,Mujer,Ferias & Networking,Divorciado,103660.0,102136.0,1.0,5.0,2.0,14.0,722306.0,68.0,66.0,1.0,55.0
